Product,Link,Price 
MSI Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 Video Card RTX 3070 Ti Gaming X Trio 8G,https://www.newegg.com/p/1FT-0009-006Z4?Description=3070&cm_re=3070-_-1FT-0009-006Z4-_-Product,1349
GIGABYTE Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3070GAMING OC-8GD (rev. 2.0),https://www.newegg.com/p/1FT-000A-002M0?Description=3070&cm_re=3070-_-1FT-000A-002M0-_-Product,1171
GIGABYTE Eagle OC GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3070EAGLE OC-8GD (rev. 2.0) (LHR),https://www.newegg.com/gigabyte-geforce-rtx-3070-gv-n3070eagle-oc-8gd/p/N82E16814932451?Description=3070&cm_re=3070-_-9SIAYTVFU57360-_-Product,1249
GIGABYTE Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-N3070GAMING OC-8GD (REV 2.0),https://www.newegg.com/p/1FT-000A-002N2?Description=3070&cm_re=3070-_-1FT-000A-002N2-_-Product,1169
"GIGABYTE GeForce RTX 3070 EAGLE OC 8GB Video Card, GV-N3070EAGLE OC-8GD",https://www.newegg.com/gigabyte-geforce-rtx-3070-gv-n3070eagle-oc-8gd/p/N82E16814932343?Description=3070&cm_re=3070-_-14-932-343-_-Product,1246
MSI Ventus GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card RTX 3070 VENTUS 2X,https://www.newegg.com/msi-geforce-rtx-3070-rtx-3070-ventus-2x/p/N82E16814137605?Description=3070&cm_re=3070-_-9SIAHT8G097624-_-Product,1426
GIGABYTE GeForce RTX 3070 Gaming OC D6 8GB (JCH),https://www.newegg.com/p/27N-0022-000B8?Description=3070&cm_re=3070-_-9SIAUYWF1P0342-_-Product,1399
ASUS TUF Gaming GeForce RTX 3070 Ti OC Edition 8GB GDDR6X PCI Express 4.0 Video Card TUF-RTX3070TI-O8G-GAMING,https://www.newegg.com/p/1FT-000Y-006B2?Description=3070&cm_re=3070-_-1FT-000Y-006B2-_-Product,1467
"EVGA GeForce RTX 3070 Ti FTW3 ULTRA GAMING Video Card, 08G-P5-3797-KL, 8GB GDDR6X, iCX3 Technology, ARGB LED, Metal Backplate",https://www.newegg.com/p/1FT-001K-00DN4?Description=3070&cm_re=3070-_-1FT-001K-00DN4-_-Product,1787
GIGABYTE Gaming OC GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3070GAMING OC-8GD (rev. 2.0) (LHR),https://www.newegg.com/p/1FT-000A-003D3?Description=3070&cm_re=3070-_-1FT-000A-003D3-_-Product,1199
ASUS ROG Strix GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 Video Card ROG-STRIX-RTX3070TI-O8G-GAMING,https://www.newegg.com/p/1FT-000Y-00695?Description=3070&cm_re=3070-_-1FT-000Y-00695-_-Product,1399
ASUS TUF Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 x16 Video Card TUF-RTX3070-O8G-V2-GAMING LHR,https://www.newegg.com/p/1FT-000Y-00653?Description=3070&cm_re=3070-_-1FT-000Y-00653-_-Product,1222
ASUS ROG Strix GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card ROG-STRIX-RTX3070-O8G-V2-GAMING,https://www.newegg.com/p/1FT-000Y-00689?Description=3070&cm_re=3070-_-1FT-000Y-00689-_-Product,1275
MSI Gaming Desktop Aegis RS 11TD-203US Intel Core i7 11th Gen 11700K (3.60GHz) 16GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Windows 10 Home 64-bit,https://www.newegg.com/msi-aegis-rs-11td-203us/p/N82E16883152778?Description=3070&cm_re=3070-_-9SIARVBHDG6515-_-Product,2721
"GIGABYTE AORUS GeForce RTX 3070 Ti MASTER 8G (LHR) Video Card,8GB 256-bit GDDR6X,PCI Express 4.0,3×HDMI Interface, 3×DisplayPort Interface",https://www.newegg.com/gigabyte-geforce-rtx-3070-ti-gv-n307taorus-m-8gd/p/1FT-000A-003G4?Description=3070&cm_re=3070-_-1FT-000A-003G4-_-Product,1489
"MSI GeForce RTX 3070 Ti SUPRIM X 8G  (LHR) Video Card,8GB 256-bit GDDR6X PCI Express 4.0 x16,1860MHz Core Frequency,1×HDMI2.1 interface, 3×DisplayPort1.4a interface",https://www.newegg.com/msi-geforce-rtx-3070-ti-rtx-3070-ti-suprim-x-8g/p/1FT-0009-00855?Description=3070&cm_re=3070-_-1FT-0009-00855-_-Product,1449
MSI Gaming Desktop Infinite RS 11TE-218US Intel Core i7 11th Gen 11700K (3.60GHz) 16GB DDR4 3TB HDD 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Ti Windows 10 Home 64-bit,https://www.newegg.com/msi-infinite-rs-11te-218us/p/N82E16883152868?Description=3070&cm_re=3070-_-9SIARUXHB53720-_-Product,3229
"GIGABYTE AORUS GeForce RTX 3070 MASTER 8GB Video Card, GV-N3070AORUS M-8GD (REV2.0)",https://www.newegg.com/p/1FT-000A-002K1?Description=3070&cm_re=3070-_-1FT-000A-002K1-_-Product,1287
GIGABYTE 3070 Gaming OC GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 ATX GV-N3070GAMING OC-8GD Video Card LHR,https://www.newegg.com/p/1FT-000A-003H1?Description=3070&cm_re=3070-_-1FT-000A-003H1-_-Product,1199
"EVGA GeForce RTX 3070 Ti XC3 ULTRA GAMING Video Card, 08G-P5-3785-KL, 8GB GDDR6X, iCX3 Cooling, ARGB LED, Metal Backplate",https://www.newegg.com/evga-geforce-rtx-3070-ti-08g-p5-3785-kl/p/N82E16814487551?Description=3070&cm_re=3070-_-9SIAKRFGS50006-_-Product,1821
"AX GEFORCE RTX 3070 Ti X3B (LHR) Video Card,12GB 384-bit GDDR6X,PCI Express 4.0,1×HDMI Interface, 3×DisplayPort Interface",https://www.newegg.com/p/1FT-0040-00140?Description=3070&cm_re=3070-_-9SIA4REH879361-_-Product,1469
Colorful GeForce RTX 3070 8G V2 LHR Video Card PCI Express 4.0 Nvidia Graphics Card GPU Video Cards for Desktop Graphics Cards	R,https://www.newegg.com/colorful-geforce-rtx-3070-rtx-3070-8g-v2-lhr/p/1FT-005B-000D3?Description=3070&cm_re=3070-_-9SIAVH0H8S2262-_-Product,1269
"GIGABYTE GeForce RTX 3070 Ti GAMING OC 8G Video Card,8GB 256-bit GDDR6X PCI Express 4.0 x16,1830MHz Core Frequency,2×HDMI interface, 2×DisplayPort interface",https://www.newegg.com/gigabyte-geforce-rtx-3070-ti-gv-n307tgaming-oc-8gd/p/1FT-000A-00371?Description=3070&cm_re=3070-_-9SIA4REGC52276-_-Product,1473
ASUS Dual GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card DUAL-RTX3070-O8G,https://www.newegg.com/asus-geforce-rtx-3070-dual-rtx3070-o8g/p/N82E16814126459?Description=3070&cm_re=3070-_-9SIAVT8FA96483-_-Product,1178
"CLX SET Gaming Desktop - Liquid Cooled Intel Core i7 11700KF 3.6GHz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 Ti 8GB GDDR6X Graphics, 500GB NVMe M.2 SSD, 3TB HDD, WiFi, Win 10 Home 64-bit",https://www.newegg.com/clx-tgmsetrth1648bm/p/3D5-000B-002H5?Description=3070&cm_re=3070-_-3D5-000B-002H5-_-Product,2939
"CLX SET Gaming Desktop - Liquid Cooled AMD Ryzen 7 5800X 3.8GHz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 Ti 8GB GDDR6X Graphics, 500GB NVMe M.2 SSD, 3TB HDD, WiFi, Win 10 Home 64-bit",https://www.newegg.com/clx-tgmsetrth1652bm/p/3D5-000B-002D7?Description=3070&cm_re=3070-_-3D5-000B-002D7-_-Product,2839
MSI GUNGNIR 100 RGB LIQUID COOLED Intel 8-Core i9-11900K 3.5GHz - Nvidia GeForce RTX 3070 8GB GDDR6 - Z590 Chipset - 2TB 7200RPM + 1TB SSD - 16GB DDR4 3000MHz - 850W - Windows 10 Gaming Desktop,https://www.newegg.com/msi-gungnir-100/p/3D5-000G-025H7?Description=3070&cm_re=3070-_-9SIAC3JG013360-_-Product,3199
ASUS Gaming Desktop G35CG-DBI770 Intel Core i7 11th Gen 11700KF (3.60GHz) 16GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Windows 10 Home 64-bit,https://www.newegg.com/asus-g35cg-dbi770/p/N82E16883221704?Description=3070&cm_re=3070-_-9SIAD6HGRN9565-_-Product,3062
"CLX SET Gaming Desktop - Liquid Cooled Intel Core i7 10700KF 3.8GHz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 Ti 8GB GDDR6X Graphics, 500GB NVMe M.2 SSD, 3TB HDD, WiFi, Win 10 Home 64-bit",https://www.newegg.com/clx-tgmsetrth1647bm/p/3D5-000B-002H1?Description=3070&cm_re=3070-_-3D5-000B-002H1-_-Product,2839
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 5900X 3.7Ghz 12-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001P5?Description=3070&cm_re=3070-_-3D5-000B-001P5-_-Product,2969
"CLX SET Gaming Desktop - Liquid Cooled AMD Ryzen 7 5800X 3.8GHz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 Ti 8GB GDDR6X Graphics, 500GB SSD, 4TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-002C0?Description=3070&cm_re=3070-_-3D5-000B-002C0-_-Product,3069
"CLX SET Gaming Desktop - AMD Ryzen 5 5600X 3.7Ghz 6-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 240GB SSD, 2TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001S3?Description=3070&cm_re=3070-_-3D5-000B-001S3-_-Product,2339
"CLX SET VR-Ready Gaming Desktop - AMD Ryzen 7 3800X 3.9GHz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/clx-tgmsetrth0b74bm/p/3D5-000B-00277?Description=3070&cm_re=3070-_-3D5-000B-00277-_-Product,2699
"CLX SET VR-Ready Gaming Desktop - AMD Ryzen 7 3700X 3.6GHz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 2TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/clx-tgmsetrth0c15bm/p/3D5-000B-00227?Description=3070&cm_re=3070-_-3D5-000B-00227-_-Product,2409
"CLX SET - Liquid Cooled Intel Core i7 10700KF 3.8Ghz 8-Core Processor, 64GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 1TB SSD, 6TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001M6?Description=3070&cm_re=3070-_-3D5-000B-001M6-_-Product,3169
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 7 5800X 3.8Ghz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001P1?Description=3070&cm_re=3070-_-3D5-000B-001P1-_-Product,2749
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 7 5800X 3.8Ghz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 240GB SSD, 2TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001S7?Description=3070&cm_re=3070-_-3D5-000B-001S7-_-Product,2599
"CLX SET Gaming Desktop - Liquid Cooled AMD Ryzen 5 5600X 3.7GHz 6-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 Ti 8GB GDDR6X Graphics, 500GB NVMe M.2 SSD, 3TB HDD, WiFi, Win 10 Home 64-bit",https://www.newegg.com/clx-tgmsetrtm1651bm/p/3D5-000B-002D2?Description=3070&cm_re=3070-_-3D5-000B-002D2-_-Product,2659
"CLX SET Gaming Desktop - Liquid Cooled Intel Core i7 11700KF 3.6GHz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 Ti 8GB GDDR6X Graphics, 500GB SSD, 4TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-002C8?Description=3070&cm_re=3070-_-3D5-000B-002C8-_-Product,3029
"CLX SET Gaming Desktop - Liquid Cooled Intel Core i7 10700KF 3.8GHz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 Ti 8GB GDDR6X Graphics, 500GB SSD, 4TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-002C4?Description=3070&cm_re=3070-_-3D5-000B-002C4-_-Product,2929
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 10940X 3.3Ghz 14-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001H8?Description=3070&cm_re=3070-_-3D5-000B-001H8-_-Product,3809
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 10900X 3.7Ghz 10-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001H1?Description=3070&cm_re=3070-_-3D5-000B-001H1-_-Product,3409
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i7 10700KF 3.8Ghz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 960GB SSD, 4TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001H2?Description=3070&cm_re=3070-_-3D5-000B-001H2-_-Product,2869
"CLX SET Gaming Desktop - Intel Core i7 10700F 2.9GHz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 Ti 8GB GDDR6X Graphics, 500GB NVMe M.2 SSD, 2TB HDD, WiFi, Win 10 Home 64-bit",https://www.newegg.com/clx-tgmsetrth1646bm/p/3D5-000B-002G7?Description=3070&cm_re=3070-_-3D5-000B-002G7-_-Product,2629
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 9900KF 3.6Ghz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 960GB SSD, 4TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001H6?Description=3070&cm_re=3070-_-3D5-000B-001H6-_-Product,2859
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 7 5800X 3.8Ghz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 960GB SSD, 4TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001S5?Description=3070&cm_re=3070-_-3D5-000B-001S5-_-Product,2969
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i7 10700 2.9Ghz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 240GB SSD, 2TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001F5?Description=3070&cm_re=3070-_-3D5-000B-001F5-_-Product,2369
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 10920X 3.5Ghz 12-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001H3?Description=3070&cm_re=3070-_-3D5-000B-001H3-_-Product,3649
"XOTIC Z590 H510 Extreme Gaming Desktop (Intel 11th Gen i7-11700K 8-core 5.0GHz Turbo, 16GB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3070 8GB, Windows 10) Liquid Cooled Gamer Computer PC",https://www.newegg.com/xotic-pc-nzxt-h510-intel-z490/p/3D5-0014-00493?Description=3070&cm_re=3070-_-3D5-0014-00493-_-Product,2459
"CLX SET VR-Ready Gaming Desktop - AMD Ryzen 7 3700X 3.6GHz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 240GB SSD, 2TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/clx-tgmsetrth0c04bm/p/3D5-000B-001Y4?Description=3070&cm_re=3070-_-3D5-000B-001Y4-_-Product,2299
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 10920X 3.5Ghz 12-Core Processor, 64GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 1TB SSD, 6TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001J6?Description=3070&cm_re=3070-_-3D5-000B-001J6-_-Product,3979
"XOTIC V200 Extreme Gaming and Entertainment Desktop (RYZEN 5 5600X 6-core 4.6GHZ Turbo, 16GB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3070 8GB, Windows 10) Liquid Cooled PC",https://www.newegg.com/xotic-pc-thermaltake-v200-amd/p/3D5-0014-004K1?Description=3070&cm_re=3070-_-3D5-0014-004K1-_-Product,2299
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i7 10700KF 3.8Ghz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 2TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001K6?Description=3070&cm_re=3070-_-3D5-000B-001K6-_-Product,2599
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 3900X 3.8GHz 12-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 960GB SSD, 4TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/clx-tgmsetrth0c29br/p/3D5-000B-00219?Description=3070&cm_re=3070-_-3D5-000B-00219-_-Product,2999
"CLX SET VR-Ready Gaming Desktop - AMD Ryzen 7 3800X 3.9GHz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 240GB SSD, 2TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/clx-tgmsetrth0b73bm/p/3D5-000B-00278?Description=3070&cm_re=3070-_-3D5-000B-00278-_-Product,2539
"XOTIC Z590 V200 Extreme Gaming Desktop (Intel 11th Gen i7-11700K 8-core 5.0GHz Turbo, 32GB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3070 8GB, Windows 10) Liquid Cooled Gamer Computer PC",https://www.newegg.com/xotic-pc-thermaltake-v200-intel-z490/p/3D5-0014-004C7?Description=3070&cm_re=3070-_-3D5-0014-004C7-_-Product,2519
"XOTIC Z590 H510 Extreme Gaming Desktop (Intel 11th Gen i5-11600K 6-core 4.9GHz Turbo, 16GB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3070 8GB, Windows 10) Liquid Cooled Gamer Computer PC",https://www.newegg.com/xotic-pc-nzxt-h510-intel-z490/p/3D5-0014-00481?Description=3070&cm_re=3070-_-3D5-0014-00481-_-Product,2299
"CLX SET - Liquid Cooled Intel Core i9 10900KF3.7Ghz 10-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 2TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001M4?Description=3070&cm_re=3070-_-3D5-000B-001M4-_-Product,2789
"CLX SET VR-Ready Gaming Desktop - AMD Ryzen 7 3800X 3.9GHz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 2TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/clx-tgmsetrth0c16bm/p/3D5-000B-00231?Description=3070&cm_re=3070-_-3D5-000B-00231-_-Product,2429
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 10940X 3.3Ghz 14-Core Processor, 64GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 1TB SSD, 6TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001K0?Description=3070&cm_re=3070-_-3D5-000B-001K0-_-Product,4129
"CLX SET Gaming Desktop - AMD Ryzen 5 5600X 3.7Ghz 6-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001N7?Description=3070&cm_re=3070-_-3D5-000B-001N7-_-Product,2489
"XOTIC Meshify C Extreme Gaming and Entertainment Desktop (RYZEN 5 5600X 6-core 4.6GHZ Turbo, 16GB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3070 8GB, Windows 10) Liquid Cooled PC",https://www.newegg.com/xotic-pc-meshify-c-amd/p/3D5-0014-004D0?Description=3070&cm_re=3070-_-3D5-0014-004D0-_-Product,2299
"XOTIC Meshify C Extreme Gaming and Entertainment Desktop (Intel 11th Gen i7-11700K 8-core 5.0GHZ Turbo, 16GB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3070 8GB, Windows 10) Gamer Computer PC",https://www.newegg.com/xotic-pc-meshify-c-intel/p/3D5-0014-00453?Description=3070&cm_re=3070-_-3D5-0014-00453-_-Product,2469
"XOTIC Z590 H510 Extreme Gaming Desktop (Intel 11th Gen i9-11900K 8-core 5.3GHZ Turbo, 16GB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3070 8GB, Windows 10) Liquid Cooled Gamer Computer PC",https://www.newegg.com/xotic-pc-nzxt-h510-intel-z590/p/3D5-0014-004J1?Description=3070&cm_re=3070-_-3D5-0014-004J1-_-Product,2629
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i7 10700 2.9Ghz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001G0?Description=3070&cm_re=3070-_-3D5-000B-001G0-_-Product,2529
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 5950X 3.4Ghz 16-Core Processor, 64GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 1TB SSD, 6TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001U7?Description=3070&cm_re=3070-_-3D5-000B-001U7-_-Product,3849
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i7 10700KF 3.8Ghz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 10 Home 64-bit",https://www.newegg.com/p/3D5-000B-001G7?Description=3070&cm_re=3070-_-3D5-000B-001G7-_-Product,2719
"XOTIC Meshify C Extreme Gaming and Entertainment Desktop (Intel 11th Gen i5-11600K 6-core 4.9GHZ Turbo, 16GB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3070 8GB, Windows 10) Gamer Computer PC",https://www.newegg.com/xotic-pc-meshify-c-intel/p/3D5-0014-00452?Description=3070&cm_re=3070-_-3D5-0014-00452-_-Product,2299
"XOTIC Meshify C Extreme Gaming and Entertainment Desktop (Intel 11th Gen i9-11900K 8-core 5.3GHZ Turbo, 16GB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3070 8GB, Windows 10) Gamer Computer PC",https://www.newegg.com/xotic-pc-meshify-c-intel/p/3D5-0014-004F3?Description=3070&cm_re=3070-_-3D5-0014-004F3-_-Product,2649
"XOTIC Z590 V200 Extreme Gaming Desktop (Intel 11th Gen i5-11600K 6-core 4.9GHz Turbo, 16GGB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3070 8GB, Windows 10) Liquid Cooled Gamer Computer PC",https://www.newegg.com/xotic-pc-thermaltake-v200-intel-z490/p/3D5-0014-004B7?Description=3070&cm_re=3070-_-3D5-0014-004B7-_-Product,2229
"MSI GeForce RTX 3070 GAMING Z TRIO 8G (LHR) Graphics Card, 8GB 256-bit GDDR6, PCI Express 4.0, 1×HDMI 2.1 Interface, 3×DisplayPort 1.4a Interface",https://www.newegg.com/msi-geforce-rtx-3070-rtx-3070-gaming-z-trio-8g-lhr/p/1FT-0009-008A3?Description=3070&cm_re=3070-_-1FT-0009-008A3-_-Product,1249
"INNO3D Geforce RTX 3070 TI Ice Dragon Super Edition (LHR) Graphics Card, 8GB 256-bit GDDR6X, PCI Express 4.0, 1×HDMI2.1 Interface, 3×DisplayPort1.4a Interface",https://www.newegg.com/inno3d-geforce-rtx-3070-ti-ice-dragon-super-edition/p/1FT-000N-001G4?Description=3070&cm_re=3070-_-1FT-000N-001G4-_-Product,1417
GIGABYTE Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-N3070GAMING OC-8GD (REV 2.0),https://www.newegg.com/p/1FT-000A-002G5?Description=3070&cm_re=3070-_-1FT-000A-002G5-_-Product,1220
"ZOTAC GAMING GeForce RTX 3070 Twin Edge OC LHR 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, White LED Logo Lighting, ZT-A30700H-10PLHR",https://www.newegg.com/p/1FT-000M-00325?Description=3070&cm_re=3070-_-9SIARUXFYV6395-_-Product,1399
XFX  GeForce RTX 3070 Ti  (LHR)8GB GDDR6 PCI Express 4.0 x16 256bit  Video Card,https://www.newegg.com/p/1FT-00GH-00001?Description=3070&cm_re=3070-_-1FT-00GH-00001-_-Product,1198
MSI Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card 3070 GAMING Z TRIO 8G LHR,https://www.newegg.com/p/1FT-0009-008A5?Description=3070&cm_re=3070-_-9SIAPMXGPR9023-_-Product,1199
"Gainward GeForce RTX 3070 Chasing The Wind G (LHR) Video Card,8GB 256-bit GDDR6,PCI Express 4.0,1×HDMI2.1 Interface, 3×DisplayPort1.4a Interface",https://www.newegg.com/p/1FT-0040-00161?Description=3070&cm_re=3070-_-9SIA4REHBC6032-_-Product,1189
GIGABYTE GeForce RTX 3070 Ti Gaming OC D6X 8GB South Korea,https://www.newegg.com/p/27N-0022-000G6?Description=3070&cm_re=3070-_-9SIAUYWH880231-_-Product,1999
Gigabyte GeForce RTX 3070 Gaming OC 8G REV2.0 LHR 8GB 256-bit GDDR6 Video Card,https://www.newegg.com/p/1FT-000A-002M8?Description=3070&cm_re=3070-_-1FT-000A-002M8-_-Product,1177
"Colorful iGame GeForce RTX 3070 Customization OC (LHR) Video Card,8GB 256-bit GDDR6,PCI Express 4.0,1×HDMI Interface, 3×DisplayPort Interface",https://www.newegg.com/p/1FT-00CM-00033?Description=3070&cm_re=3070-_-9SIA4REHFM5714-_-Product,1239
